arabic_word,meaning_korean,meaning_primary,example_sentence,sentence_meaning,chapter,root,verb_form,pattern,level,source
اِعْتَصَمَ,,매달리다,اِعْتَصَمُوا بِحَبْلِ اللهِ جَمِيعًا,모두 함께 하나님의 밧줄을 굳게 잡으시오.,,ع-ص-م,8,اِفْتَعَلَ,5,verb_forms
اِعْتَضَهَ,,앙갚음하다,إِعْتَضَّ الْجُنْدِيُّ مِنَ الْعَدُوِّ.,군인은 적에게 앙갚음했다.,,ع-ض-ه,8,اِفْتَعَلَ,5,verb_forms
اِعْتَطَتَ,,기침하다,اِعْتَطَّ الرَّجُلُ بِشِدَّةٍ,그 남자는 심하게 기침했다.,,ع-ط-ت,8,اِفْتَعَلَ,5,verb_forms
اِعْتَطَلَ,,중단되다,اِعْتَطَلَتِ السَّيَّارَةُ فِي الطَّرِيقِ.,차가 길에서 고장났다.,,ع-ط-ل,8,اِفْتَعَلَ,5,verb_forms
اِعْتَقَبَ,,뒤따르다,اِعْتَقَبَ اللَّيْلُ النَّهَارَ.,밤이 낮을 뒤따랐다. (밤과 낮이 교대했다.),,ع-ق-ب,8,اِفْتَعَلَ,5,verb_forms
اِعْتَقَلَ,,체포하다,اِعْتَقَلَتِ الشُّرْطَةُ الْمُتَظَاهِرِينَ. ,경찰은 시위자들을 체포했다.,,ع-ق-ل,8,اِفْتَعَلَ,5,verb_forms
اِعْتَلَقَ,,달라붙다,اِعْتَلَقَ الطِّفْلُ بِأُمِّهِ.,아이가 엄마에게 달라붙었다.,,ع-ل-ق,8,اِفْتَعَلَ,5,verb_forms
اِعْتَلَمَ,,알게 되다,اِعْتَلَمَ الطّالِبُ الْحَقِيقَةَ.,학생은 진실을 알게 되었다.,,ع-ل-م,8,اِفْتَعَلَ,5,verb_forms
اِعْتَلَنَ,,공표하다,اِعْتَلَنَ الرَّئِيسُ عَنْ خُطَّتِهِ الْجَدِيدَةِ.,대통령은 그의 새로운 계획을 공표했다.,,ع-ل-ن,8,اِفْتَعَلَ,5,verb_forms
اِعْتَلََ,,이유를 대다,اِعْتَلَّ بِالْمَرَضِ لِيَتَخَلَّصَ مِنَ الْعَمَلِ.,그는 일을 벗어나기 위해 병을 핑계댔다.,,ع-ل-,8,اِفْتَعَلَ,5,verb_forms
اِعْتَمَرَ,,움라를 하다,اِعْتَمَرَ الْمُسْلِمُ فِي رَمَضَانَ.,무슬림은 라마단에 움라를 행했다.,,ع-م-ر,8,اِفْتَعَلَ,5,verb_forms
اِعْتَمَلَ,,일하다,اِعْتَمَلَ الْعُمَّالُ بِجِدٍّ لإِنْجَازِ الْمَشْرُوعِ.,노동자들은 프로젝트 완수를 위해 열심히 일했다.,,ع-م-ل,8,اِفْتَعَلَ,5,verb_forms
اِعْتَمَنَ,,신뢰하다,اِعْتَمَنْتُكَ سِرِّيَ.,나는 너에게 내 비밀을 털어놓고 신뢰했다.,,ع-م-ن,8,اِفْتَعَلَ,5,verb_forms
اِعْتَنَتَ,,고생하다,اِعْتَنَتِ الْمَرْأَةُ بِالْمَرَضِ. ,그 여성은 병으로 고생했다.,,ع-ن-ت,8,اِفْتَعَلَ,5,verb_forms
اِعْتَنَدَ,,기대다,اِعْتَنَدَ الرَّجُلُ عَلَى الْجِدَارِ.,그 남자는 벽에 기대었다.,,ع-ن-د,8,اِفْتَعَلَ,5,verb_forms
اِعْتَنَهَ,,돌보다,يَعْتَنِي الطَّبِيبُ بِالْمَرْضَىٰ جِدًّا.,의사는 환자들을 매우 잘 돌본다.,,ع-ن-ه,8,اِفْتَعَلَ,5,verb_forms
اِغْتَرَبَ,,이주하다,اِغْتَرَبَ الشَّابُّ فِي أَمْرِيكَا لِلدِّرَاسَةِ.,그 청년은 공부를 위해 미국으로 이주했다.,,غ-ر-ب,8,اِفْتَعَلَ,5,verb_forms
اِغْتَرَفَ,,퍼내다,اِغْتَرَفَ الرَّجُلُ مِنَ النَّهْرِ مَاءً.,그 남자는 강에서 물을 퍼냈다.,,غ-ر-ف,8,اِفْتَعَلَ,5,verb_forms
اِغْتَسَلَ,,목욕하다,اِغْتَسَلَ الرَّجُلُ بِالْمَاءِ الْبَارِدِ.,남자는 차가운 물로 목욕했다.,,غ-س-ل,8,اِفْتَعَلَ,5,verb_forms
اِغْتَضَبَ,,분노하다,اِغْتَضَبَ الرَّجُلُ مِنْ تَصَرُّفِهِ.,그 남자는 그의 행동에 분노했다.,,غ-ض-ب,8,اِفْتَعَلَ,5,verb_forms
اِغْتَلَقَ,,잠기다,اِغْتَلَقَ البَابُ فَجْأَةً.,문이 갑자기 잠겼다.,,غ-ل-ق,8,اِفْتَعَلَ,5,verb_forms
اِغْتَنَءَ,,부유해지다,اِغْتَنَأَ الرَّجُلُ بَعْدَ سَنَوَاتٍ مِنَ الْعَمَلِ الْجَادِّ.,그 남자는 수년간의 힘든 노동 후에 부유해졌다.,,غ-ن-ء,8,اِفْتَعَلَ,5,verb_forms
اِغْتَنَمَ,,이용하다,اِغْتَنَمَ الْفُرْصَةَ لِلتَّقَدُّمِ فِي الْعَمَلِ.,그는 직장에서 발전하기 위해 기회를 이용했다.,,غ-ن-م,8,اِفْتَعَلَ,5,verb_forms
اِفْتَتَتَ,,부수다,اِفْتَتَّتِ الْمَرْأَةُ الْخُبْزَ,여자가 빵을 부수었다.,,ف-ت-ت,8,اِفْتَعَلَ,5,verb_forms
اِفْتَتَحَ,,개시하다,اِفْتَتَحَ الرَّئِيسُ الْمُؤْتَمَرَ.,대통령이 회의를 개시했다.,,ف-ت-ح,8,اِفْتَعَلَ,5,verb_forms
اِفْتَتَرَ,,날조하다,اِفْتَتَرَ عَلَى اللّٰهِ كَذِبًا‎,그는 알라에 대해 거짓을 날조했다.,,ف-ت-ر,8,اِفْتَعَلَ,5,verb_forms
اِفْتَدَتَ,,몸값을 치르다,اِفْتَدَتِ الْمَرْأَةُ ابْنَهَا بِالْمَالِ. ,그 여인은 돈으로 그녀의 아들을 몸값으로 지불했다.,,ف-د-ت,8,اِفْتَعَلَ,5,verb_forms
اِفْتَرَحَ,,기뻐하다,اِفْتَرَحَ الطِّفْلُ بِالْهَدِيَّةِ.,아이가 선물로 기뻐했다.,,ف-ر-ح,8,اِفْتَعَلَ,5,verb_forms
اِفْتَرَدَ,,혼자서 하다,اِفْتَرَدَ بِرَأْيِهِ دُونَ مُشَاوَرَةِ أَحَدٍ.,그는 누구와도 상의하지 않고 독단적으로 그의 의견을 고집했다.,,ف-ر-د,8,اِفْتَعَلَ,5,verb_forms
اِفْتَرَشَ,,펼치다,اِفْتَرَشَ السَّائِحُ الْحَصِيرَةَ عَلَى الرَّمْلِ.‎,여행객은 모래 위에 돗자리를 펼쳤다.,,ف-ر-ش,8,اِفْتَعَلَ,5,verb_forms
اِفْتَرَصَ,,이용하다,اِفْتَرَصَ اللِّصُّ غَفْلَةَ الْحَارِسِ وَسَرَقَ الْمَالَ.,도둑은 경비의 부주의를 틈타 돈을 훔쳤다.,,ف-ر-ص,8,اِفْتَعَلَ,5,verb_forms
اِفْتَرَقَ,,갈라지다,اِفْتَرَقَ الْجَمْعُ بَعْدَ الِاجْتِمَاعِ,모임 후에 군중이 흩어졌다.,,ف-ر-ق,8,اِفْتَعَلَ,5,verb_forms
اِفْتَسَدَ,,부패하다,اِفْتَسَدَتِ الْعَلاقَاتُ بَيْنَهُمَا (iftasadati al-'alaqaatu baynahumaa),그들 사이의 관계가 악화되었다.,,ف-س-د,8,اِفْتَعَلَ,5,verb_forms
اِفْتَسَرَ,,해석하다,اِفْتَسَرَ المُفَسِّرُ الآيَةَ.,해석가가 그 구절을 해석했다.,,ف-س-ر,8,اِفْتَعَلَ,5,verb_forms
اِفْتَسَهَ,,헐뜯다,اِفْتَسَهُ خَصْمَهُ فِي الْإِعْلَامِ.,그는 언론에서 그의 적을 헐뜯었다.,,ف-س-ه,8,اِفْتَعَلَ,5,verb_forms
اِفْتَصَلَ,,분리되다,اِفْتَصَلَ النَّهْرُ الْأَرْضَ إِلَى قِسْمَيْنِ.,강이 땅을 두 부분으로 갈랐다.,,ف-ص-ل,8,اِفْتَعَلَ,5,verb_forms
اِفْتَضَلَ,,선호하다,اِفْتَضَلْتُ الشَّايَ عَلَى القَهْوَةِ.,나는 커피보다 차를 선호한다.,,ف-ض-ل,8,اِفْتَعَلَ,5,verb_forms
اِفْتَطَرَ,,단식하다,اِفْتَطَرَ الصَّائِمُ عِنْدَ الْمَغْرِبِ.,단식하는 사람이 저녁에 단식을 깼다.,,ف-ط-ر,8,اِفْتَعَلَ,5,verb_forms
اِفْتَكَرَ,,생각하다,اِفْتَكَرَ الرَّجُلُ فِي حَلِّ الْمُشْكِلَةِ.,그 남자는 문제 해결에 대해 생각했다.,,ف-ك-ر,8,اِفْتَعَلَ,5,verb_forms
اِفْتَنَدَ,,아이디어 내다,اِفْتَنَدَ الْعَالِمُ نَظَرِيَّةً جَدِيدَةً.,그 과학자는 새로운 이론을 생각해 냈다.,,ف-ن-د,8,اِفْتَعَلَ,5,verb_forms
اِفْتَهَمَ,,이해하다,اِفْتَهَمْتُ الدَّرْسَ. (ʾiftahamtu ad-darsa.),나는 그 수업을 이해했다.,,ف-ه-م,8,اِفْتَعَلَ,5,verb_forms
اِقْتَءَدَ,,따라가다,اِقْتَءَدَ الطُّلَّابُ بِالْمُعَلِّمِ. ,학생들은 선생님을 따라갔다/본받았다.,,ق-ء-د,8,اِفْتَعَلَ,5,verb_forms
اِقْتَبَلَ,,받아들이다,اِقْتَبَلَ الرَّئِيسُ الْوَفْدَ بِتَرَحِيبٍ حَارٍّ.,대통령은 따뜻한 환영으로 대표단을 맞이했다.,,ق-ب-ل,8,اِفْتَعَلَ,5,verb_forms
اِقْتَتَلَ,,서로 싸우다,اِقْتَتَلَ الْجُنُودُ فِي الْمَعْرَكَةِ.,군인들이 전투에서 서로 싸웠다.,,ق-ت-ل,8,اِفْتَعَلَ,5,verb_forms
اِقْتَدَرَ,,능력 있다,اِقْتَدَرَ الرَّئِيسُ عَلَى إِدَارَةِ الْبِلَادِ بِحِكْمَةٍ.,대통령은 지혜롭게 나라를 다스릴 능력이 있었다.,,ق-د-ر,8,اِفْتَعَلَ,5,verb_forms
اِقْتَدَسَ,,신성시하다,اِقْتَدَسَ الْمُؤْمِنُونَ الْمَسْجِدَ.,신도들은 사원을 신성시했다.,,ق-د-س,8,اِفْتَعَلَ,5,verb_forms
اِقْتَدَمَ,,나아가다,اِقْتَدَمَ الْمُتَسَابِقُ إِلَى خَطِّ النِّهَايَةِ.,경주자는 결승선으로 나아갔다.,,ق-د-م,8,اِفْتَعَلَ,5,verb_forms
اِقْتَرَءَ,,인용하다,اِقْتَرَأَ الشَّاعِرُ بَيْتًا مِنْ شِعْرِ الْمُتَنَبِّي,시인은 무타나비의 시 한 구절을 인용했다.,,ق-ر-ء,8,اِفْتَعَلَ,5,verb_forms
اِقْتَرَأَ,,낭송하다,اِقْتَرَأَ الْإِمَامُ سُورَةَ الْفَاتِحَةِ فِي الصَّلَاةِ.,이맘은 기도에서 수라 알-파티하를 낭송했다.,,ق-ر-أ,8,اِفْتَعَلَ,5,verb_forms
اِقْتَرَبَ,,다가오다,اِقْتَرَبَ الْعِيدُ (iqtaraba al-'īdu),명절이 다가왔다.,,ق-ر-ب,8,اِفْتَعَلَ,5,verb_forms
اِقْتَرَتَ,,획득하다,اِقْتَرَتَ الشَّرِكَةُ أَرْبَاحًا كَبِيرَةً هَذَا الْعَامَ.,그 회사는 올해 큰 이익을 획득했다.,,ق-ر-ت,8,اِفْتَعَلَ,5,verb_forms
اِقْتَرَرَ,,정하다,اِقْتَرَّرَ الْمُدِيرُ مَوْعِدَ الِاجْتِمَاعِ.,이사(경영자)는 회의 날짜를 정했다.,,ق-ر-ر,8,اِفْتَعَلَ,5,verb_forms
اِقْتَسَمَ,,나누다,اِقْتَسَمَ ٱلْأَطْفَالُ ٱلْحَلْوَىٰ بَيْنَهُمْ.,아이들은 그들끼리 사탕을 나누었다.,,ق-س-م,8,اِفْتَعَلَ,5,verb_forms
اِقْتَصَرَ,,제한하다,اِقْتَصَرَ الحَدِيثُ عَلَى المَوْضُوعِ الرَئِيسِيّ.,대화는 주요 주제에 국한되었다.,,ق-ص-ر,8,اِفْتَعَلَ,5,verb_forms
اِقْتَطَرَ,,떨어뜨리다,اِقْتَطَرَ الدَّمْعُ مِنْ عَيْنَيْهِ. ,눈물이 그의 눈에서 떨어졌다.,,ق-ط-ر,8,اِفْتَعَلَ,5,verb_forms
اِقْتَطَعَ,,잘라내다,اِقْتَطَعَ الْجَيْشُ جُزْءًا مِنَ الْأَرْضِ.,군대는 땅의 일부를 잘라냈다(점령했다).,,ق-ط-ع,8,اِفْتَعَلَ,5,verb_forms
اِقْتَظَتَ,,혼잡했다,اِقْتَظَّتِ السُّوقُ بِالنَّاسِ.‎,시장은 사람들로 붐볐다.,,ق-ظ-ت,8,اِفْتَعَلَ,5,verb_forms
اِقْتَعَدَ,,착수하다,اِقْتَعَدَ الرَّجُلُ كُرْسِيَّ الرِّئَاسَةِ.,그 남자는 의장 자리에 착수했다.,,ق-ع-د,8,اِفْتَعَلَ,5,verb_forms
اِقْتَلَقَ,,불안해하다,اِقْتَلَقَ الرَّجُلُ مِنْ نَتَائِجِ الاِمْتِحَانِ.,그 남자는 시험 결과 때문에 불안해했다.,,ق-ل-ق,8,اِفْتَعَلَ,5,verb_forms
اِقْتَلَمَ,,잘라내다,اِقْتَلَمَ البُستَانِيُّ الأغصانَ اليابِسَةَ,정원사는 마른 가지들을 잘라냈다.,,ق-ل-م,8,اِفْتَعَلَ,5,verb_forms
اِقْتَمَتَ,,평가하다,اِقْتَمَتْ الْمُؤَسَّسَةُ جُهُودَ الْمُوَظَّفِينَ.,그 기관은 직원들의 노력을 평가했다.,,ق-م-ت,8,اِفْتَعَلَ,5,verb_forms
اِقْتَوَلَ,,논쟁하다,اِقْتَوَلَ الرَّجُلانِ فِي السُّوقِ.,두 남자가 시장에서 논쟁했다.,,ق-و-ل,8,اِفْتَعَلَ,5,verb_forms
اِقْتَوَيَ,,강해지다,اِقْتَوَى الْجَيْشُ بَعْدَ التَّدْرِيبِ.,군대는 훈련 후에 강해졌다.,,ق-و-ي,8,اِفْتَعَلَ,5,verb_forms
اِكْتَبَرَ,,시험하다,اِكْتَبَرَ الطَّبِيبُ صِحَّةَ الْمَرِيضِ.,의사는 환자의 건강을 시험했다.,,ك-ب-ر,8,اِفْتَعَلَ,5,verb_forms
اِكْتَتَبَ,,구독하다,اِكْتَتَبَ المُسْتَثْمِرُ فِي أَسْهُمِ الشَّرِكَةِ.,투자자는 회사 주식을 구독했다.,,ك-ت-ب,8,اِفْتَعَلَ,5,verb_forms
اِكْتَتَسَ,,획득하다,اِكْتَتَسَ المُتَسَابِقُ الجَائِزَةَ بِجَدَارَةٍ,그 경쟁자는 당연히 상을 획득했다.,,ك-ت-س,8,اِفْتَعَلَ,5,verb_forms
اِكْتَحَلَ,,눈화장하다,اِكْتَحَلَتِ الْمَرْأَةُ بِالْكُحْلِ الْأَسْوَدِ.,여자는 검은 콜로 눈화장을 했다.,,ك-ح-ل,8,اِفْتَعَلَ,5,verb_forms
اِكْتَرَةَ,,임대하다,اِكْتَرَىٰ الرَّجُلُ بَيْتًا جَدِيدًا.,그 남자는 새 집을 임대했다.,,ك-ر-ة,8,اِفْتَعَلَ,5,verb_forms
اِكْتَرَسَ,,개의치 않다,لَمْ يَكْتَرِسْ بِأَقْوَالِ النَّاسِ.,그는 사람들의 말을 개의치 않았다.,,ك-ر-س,8,اِفْتَعَلَ,5,verb_forms
اِكْتَسَرَ,,획득하다,اِكْتَسَرَ الْمُتَسَابِقُ الْجَائِزَةَ بِجُهْدٍ.,경주자는 노력으로 상을 획득했다.,,ك-س-ر,8,اِفْتَعَلَ,5,verb_forms
اِكْتَشَرَ,,이를 드러내다,اِكْتَشَرَ الرَّجُلُ غَضَبًا,남자가 분노하며 이를 드러냈다.,,ك-ش-ر,8,اِفْتَعَلَ,5,verb_forms
اِكْتَلَبَ,,덮이다,اِكْتَلَبَ السَّمَاءَ الغَيْمُ.,구름이 하늘을 덮었다.,,ك-ل-ب,8,اِفْتَعَلَ,5,verb_forms
اِكْتَلَمَ,,상처입다,اِكْتَلَمَ الْجُنْدِيُّ فِي الْمَعْرَكَةِ.,군인은 전투에서 상처를 입었다.,,ك-ل-م,8,اِفْتَعَلَ,5,verb_forms
اِكْتَمَءَ,,검게 되다,اِكْتَمَءَ الْوَجْهُ مِنَ الْخَوْفِ.,얼굴이 공포로 검게 변했다.,,ك-م-ء,8,اِفْتَعَلَ,5,verb_forms
اِكْتَمَلَ,,완료되다,اِكْتَمَلَ القَمَرُ بَدْرًا.,달이 보름달로 완전히 찼다.,,ك-م-ل,8,اِفْتَعَلَ,5,verb_forms
اِكْتَنَتَ,,숨다,اِكْتَنَتَ خَلْفَ الشَّجَرَةِ.,그는 나무 뒤에 숨었다.,,ك-ن-ت,8,اِفْتَعَلَ,5,verb_forms
اِكْتَوَنَ,,구성되다,اِكْتَوَنَ الْعَالَمُ مِنَ الذَّرَّاتِ.‎,세계는 원자들로 구성되었다.,,ك-و-ن,8,اِفْتَعَلَ,5,verb_forms
اِلْتَتَدَ,,돌아봤다,اِلْتَتَدَ الجنديُّ حَوْلَهُ,군인은 주위를 둘러봤다.,,ل-ت-د,8,اِفْتَعَلَ,5,verb_forms
اِلْتَتَفَ,,돌아보다,إِلْتَفَتَ الْوَلَدُ خَلْفَهُ.,아이가 뒤를 돌아보았다.,,ل-ت-ف,8,اِفْتَعَلَ,5,verb_forms
اِلْتَجَدَ,,굳어지다,اِلْتَجَدَ الطِّينُ بَعْدَ الْمَطَرِ.,비가 온 후 진흙이 굳어졌다.,,ل-ج-د,8,اِفْتَعَلَ,5,verb_forms
اِلْتَحَصَ,,굳어지다,إِلْتَحَصَ الطِّينُ عَلَى الأَرْضِ.,진흙이 땅 위에서 굳어졌다.,,ل-ح-ص,8,اِفْتَعَلَ,5,verb_forms
اِلْتَحَفَ,,덮다,اِلْتَحَفَ الرَّجُلُ بِالبِطَانِيَّةِ.,남자가 담요를 덮었다.,,ل-ح-ف,8,اِفْتَعَلَ,5,verb_forms
اِلْتَدَرَ,,돌아봤다,إِلْتَدَرَ الجُنْدِيُّ خَلْفَ الصَّخْرَةِ.,병사는 바위 뒤로 돌아봤다.,,ل-د-ر,8,اِفْتَعَلَ,5,verb_forms
اِلْتَذَنَ,,움켜잡다,اِلْتَذَنَ الْجُنْدِيُّ بِسَيْفِهِ بِقُوَّةٍ.‎,군인은 칼을 힘껏 움켜잡았다.,,ل-ذ-ن,8,اِفْتَعَلَ,5,verb_forms
اِلْتَسَنَ,,혀를 핥다,اِلْتَسَنَ الْكَلْبُ يَدَهُ.,개가 자신의 손을 핥았다.,,ل-س-ن,8,اِفْتَعَلَ,5,verb_forms
اِلْتَصَفَ,,들러붙다,اِلْتَصَقَ الطِّفْلُ بِأُمِّهِ.,아이가 엄마에게 들러붙었다.,,ل-ص-ف,8,اِفْتَعَلَ,5,verb_forms
اِلْتَضَفَ,,휘감다,إِلْتَضَفَ الْوَلَدُ بِالْحَبْلِ,아이가 밧줄을 휘감았다.,,ل-ض-ف,8,اِفْتَعَلَ,5,verb_forms
اِلْتَطَرَ,,찰싹 때리다,اِلْتَطَرَ الْوَلَدَانِ بِالْكُتُبِ.,두 아이는 책으로 서로를 찰싹 때렸다.,,ل-ط-ر,8,اِفْتَعَلَ,5,verb_forms
اِلْتَعَبَ,,지치다,اِلْتَعَبَ الْوَلَدُ بَعْدَ اللَّعِبِ طَوِيلًا.,아이는 오랫동안 논 후에 지쳤다.,,ل-ع-ب,8,اِفْتَعَلَ,5,verb_forms
اِلْتَعَلَ,,빛나다,اِلْتَعَلَتِ النَّارُ بِشِدَّةٍ فِي الغَابَةِ.,불이 숲 속에서 격렬하게 타올랐다.,,ل-ع-ل,8,اِفْتَعَلَ,5,verb_forms
اِلْتَغَرَ,,침을 흘리다,اِلْتَغَرَ الطِّفْلُ قَمِيصَهُ.,아이가 그의 셔츠에 침을 흘렸다.,,ل-غ-ر,8,اِفْتَعَلَ,5,verb_forms
اِلْتَمَبَ,,불타다,اِلْتَمَبَ الحَرُّ فِي قَلْبِهِ,그의 마음속에서 열정이 타올랐다.,,ل-م-ب,8,اِفْتَعَلَ,5,verb_forms
